ONSConstID,ConstituencyName,RegionID,RegionName,CountryID,CountryName,DateOfThisUpdate,DateOfDataset,WageMedianConst,WageMedianRegion,WageMedianCountry,
E14000579,Bolton South East,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,460,560,580,
E14000580,Bolton West,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000581,Bootle,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14000609,Burnley,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,520,560,580,
E14000611,Bury North,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,580,560,580,
E14000612,Bury South,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,580,560,580,
E14000620,Carlisle,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14000627,Cheadle,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,660,560,580,
E14000637,Chorley,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,610,560,580,
E14000640,City of Chester,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,600,560,580,
E14000646,Congleton,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,630,560,580,
E14000647,Copeland,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,670,560,580,
E14000653,Crewe and Nantwich,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,530,560,580,
E14000661,Denton and Reddish,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,520,560,580,
E14000686,Eddisbury,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,640,560,580,
E14000688,Ellesmere Port and Neston,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,600,560,580,
E14000706,Fylde,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,610,560,580,
E14000708,Garston and Halewood,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000725,Halton,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14000738,Hazel Grove,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,640,560,580,
E14000747,Heywood and Middleton,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,490,560,580,
E14000758,Hyndburn,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,480,560,580,
E14000775,Knowsley,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14000776,Lancaster and Fleetwood,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000785,Leigh,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14000793,"Liverpool, Riverside",E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000794,"Liverpool, Walton",E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,480,560,580,
E14000795,"Liverpool, Wavertree",E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,550,560,580,
E14000796,"Liverpool, West Derby",E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,560,560,580,
E14000802,Macclesfield,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,640,560,580,
E14000805,Makerfield,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,580,560,580,
E14000807,Manchester Central,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14000808,"Manchester, Gorton",E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14000809,"Manchester, Withington",E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,620,560,580,
E14000825,Morecambe and Lunesdale,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,500,560,580,
E14000870,Oldham East and Saddleworth,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14000871,Oldham West and Royton,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,500,560,580,
E14000875,Pendle,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14000877,Penrith and The Border,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,560,560,580,
E14000885,Preston,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,470,560,580,
E14000894,Ribble Valley,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,600,560,580,
E14000897,Rochdale,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,490,560,580,
E14000902,Rossendale and Darwen,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14000911,Salford and Eccles,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14000916,Sefton Central,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,590,560,580,
E14000943,South Ribble,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,580,560,580,
E14000958,Southport,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,580,560,580,
E14000962,St Helens North,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,530,560,580,
E14000963,St Helens South and Whiston,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,580,560,580,
E14000967,Stalybridge and Hyde,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,500,560,580,
E14000969,Stockport,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,630,560,580,
E14000979,Stretford and Urmston,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,630,560,580,
E14000987,Tatton,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,700,560,580,
E14001010,Wallasey,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,560,560,580,
E14001017,Warrington North,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,550,560,580,
E14001018,Warrington South,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,640,560,580,
E14001024,Weaver Vale,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,590,560,580,
E14001033,West Lancashire,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,580,560,580,
E14001037,Westmorland and Lonsdale,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,530,560,580,
E14001039,Wigan,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,490,560,580,
E14001043,Wirral South,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,600,560,580,
E14001044,Wirral West,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,660,560,580,
E14001053,Workington,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,590,560,580,
E14001054,Worsley and Eccles South,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14001057,Wyre and Preston North,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,560,560,580,
E14001059,Wythenshawe and Sale East,E12000002,North West,K02000001,UK,04/11/2019,01/04/2019,530,560,580,
E14000541,Barnsley Central,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,510,540,580,
E14000542,Barnsley East,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,520,540,580,
E14000548,Batley and Spen,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,520,540,580,
E14000556,Beverley and Holderness,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,620,540,580,
E14000587,Bradford East,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,480,540,580,
E14000588,Bradford South,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,470,540,580,
E14000589,Bradford West,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,480,540,580,
E14000596,Brigg and Goole,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,580,540,580,
E14000614,Calder Valley,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,580,540,580,
E14000643,Cleethorpes,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,600,540,580,
E14000645,Colne Valley,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,570,540,580,
E14000666,Dewsbury,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,550,540,580,
E14000667,Don Valley,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,560,540,580,
E14000668,Doncaster Central,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,500,540,580,
E14000669,Doncaster North,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,530,540,580,
E14000683,East Yorkshire,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,560,540,580,
E14000689,Elmet and Rothwell,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,630,540,580,
E14000716,Great Grimsby,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,470,540,580,
E14000723,Halifax,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,510,540,580,
E14000724,Haltemprice and Howden,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,700,540,580,
E14000730,Harrogate and Knaresborough,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,640,540,580,
E14000740,Hemsworth,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,480,540,580,
E14000756,Huddersfield,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,480,540,580,
E14000766,Keighley,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,550,540,580,
E14000771,Kingston upon Hull East,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,450,540,580,
E14000772,Kingston upon Hull North,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,480,540,580,
E14000773,Kingston upon Hull West and Hessle,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,500,540,580,
E14000777,Leeds Central,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,480,540,580,
E14000778,Leeds East,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,490,540,580,
E14000779,Leeds North East,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,630,540,580,
E14000780,Leeds North West,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,600,540,580,
E14000781,Leeds West,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,540,540,580,
E14000826,Morley and Outwood,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,610,540,580,
E14000836,"Normanton, Pontefract and Castleford",E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,520,540,580,
E14000876,Penistone and Stocksbridge,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,600,540,580,
E14000886,Pudsey,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,590,540,580,
E14000895,Richmond (Yorks),E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,540,540,580,
E14000903,Rother Valley,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,550,540,580,
E14000904,Rotherham,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,490,540,580,
E14000913,Scarborough and Whitby,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,510,540,580,
E14000914,Scunthorpe,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,490,540,580,
E14000917,Selby and Ainsty,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,600,540,580,
E14000919,Sheffield Central,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,530,540,580,
E14000920,Sheffield South East,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,510,540,580,
E14000921,"Sheffield, Brightside and Hillsborough",E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,470,540,580,
E14000922,"Sheffield, Hallam",E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,670,540,580,
E14000923,"Sheffield, Heeley",E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,510,540,580,
E14000925,Shipley,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,530,540,580,
E14000928,Skipton and Ripon,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,560,540,580,
E14000993,Thirsk and Malton,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,530,540,580,
E14001009,Wakefield,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,520,540,580,
E14001028,Wentworth and Dearne,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,520,540,580,
E14001061,York Central,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,520,540,580,
E14001062,York Outer,E12000003,Yorkshire and The Humber,K02000001,UK,04/11/2019,01/04/2019,650,540,580,
E14000533,Amber Valley,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,540,550,580,
E14000535,Ashfield,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,480,550,580,
E14000546,Bassetlaw,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,550,550,580,
E14000577,Bolsover,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,510,550,580,
E14000582,Boston and Skegness,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,460,550,580,
E14000583,Bosworth,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,570,550,580,
E14000607,Broxtowe,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,620,550,580,
E14000625,Charnwood,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,580,550,580,
E14000632,Chesterfield,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,510,550,580,
E14000648,Corby,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,550,550,580,
E14000660,Daventry,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,610,550,580,
E14000662,Derby North,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,590,550,580,
E14000663,Derby South,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,550,550,580,
E14000664,Derbyshire Dales,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,590,550,580,
E14000695,Erewash,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,540,550,580,
E14000707,Gainsborough,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,560,550,580,
E14000710,Gedling,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,560,550,580,
E14000714,Grantham and Stamford,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,530,550,580,
E14000728,Harborough,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,580,550,580,
E14000748,High Peak,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,550,550,580,
E14000769,Kettering,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,550,550,580,
E14000782,Leicester East,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,420,550,580,
E14000783,Leicester South,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,480,550,580,
E14000784,Leicester West,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,490,550,580,
E14000792,Lincoln,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,520,550,580,
E14000797,Loughborough,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,620,550,580,
E14000798,Louth and Horncastle,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,500,550,580,
E14000810,Mansfield,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,470,550,580,
E14000814,Mid Derbyshire,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,680,550,580,
E14000829,Newark,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,560,550,580,
E14000843,North East Derbyshire,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,610,550,580,
E14000858,North West Leicestershire,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,600,550,580,
E14000861,Northampton North,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,500,550,580,
E14000862,Northampton South,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,570,550,580,
E14000865,Nottingham East,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,490,550,580,
E14000866,Nottingham North,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,450,550,580,
E14000867,Nottingham South,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,510,550,580,
E14000908,Rushcliffe,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,680,550,580,
E14000909,Rutland and Melton,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,560,550,580,
E14000924,Sherwood,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,580,550,580,
E14000929,Sleaford and North Hykeham,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,590,550,580,
E14000935,South Derbyshire,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,620,550,580,
E14000939,South Holland and The Deepings,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,520,550,580,
E14000940,South Leicestershire,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,580,550,580,
E14000942,South Northamptonshire,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,650,550,580,
E14001025,Wellingborough,E12000004,East Midlands,K02000001,UK,04/11/2019,01/04/2019,520,550,580,
E14000531,Aldridge-Brownhills,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,580,550,580,
E14000560,"Birmingham, Edgbaston",E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,540,550,580,
E14000561,"Birmingham, Erdington",E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,450,550,580,
E14000562,"Birmingham, Hall Green",E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,550,550,580,
E14000563,"Birmingham, Hodge Hill",E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,460,550,580,
E14000564,"Birmingham, Ladywood",E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,530,550,580,
E14000565,"Birmingham, Northfield",E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,520,550,580,
E14000566,"Birmingham, Perry Barr",E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,480,550,580,
E14000567,"Birmingham, Selly Oak",E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,580,550,580,
E14000568,"Birmingham, Yardley",E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,490,550,580,
E14000605,Bromsgrove,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,690,550,580,
E14000610,Burton,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,520,550,580,
E14000618,Cannock Chase,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,540,550,580,
E14000649,Coventry North East,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,480,550,580,
E14000650,Coventry North West,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,550,550,580,
E14000651,Coventry South,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,580,550,580,
E14000671,Dudley North,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,540,550,580,
E14000672,Dudley South,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,570,550,580,
E14000722,Halesowen and Rowley Regis,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,540,550,580,
E14000743,Hereford and South Herefordshire,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,520,550,580,
E14000767,Kenilworth and Southam,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,720,550,580,
E14000791,Lichfield,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,680,550,580,
E14000799,Ludlow,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,610,550,580,
E14000812,Meriden,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,580,550,580,
E14000818,Mid Worcestershire,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,570,550,580,
E14000834,Newcastle-under-Lyme,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,540,550,580,
E14000847,North Herefordshire,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,530,550,580,
E14000849,North Shropshire,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,540,550,580,
E14000854,North Warwickshire,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,570,550,580,
E14000868,Nuneaton,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,570,550,580,
E14000892,Redditch,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,540,550,580,
E14000905,Rugby,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,600,550,580,
E14000926,Shrewsbury and Atcham,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,520,550,580,
E14000931,Solihull,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,720,550,580,
E14000945,South Staffordshire,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,640,550,580,
E14000965,Stafford,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,600,550,580,
E14000966,Staffordshire Moorlands,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,610,550,580,
E14000972,Stoke-on-Trent Central,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,510,550,580,
E14000973,Stoke-on-Trent North,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,470,550,580,
E14000974,Stoke-on-Trent South,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,520,550,580,
E14000975,Stone,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,570,550,580,
E14000976,Stourbridge,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,600,550,580,
E14000977,Stratford-on-Avon,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,620,550,580,
E14000985,Sutton Coldfield,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,710,550,580,
E14000986,Tamworth,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,550,550,580,
E14000989,Telford,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,520,550,580,
E14000992,The Wrekin,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,610,550,580,
E14001011,Walsall North,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,510,550,580,
E14001012,Walsall South,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,480,550,580,
E14001016,Warley,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,480,550,580,
E14001019,Warwick and Leamington,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,630,550,580,
E14001029,West Bromwich East,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,510,550,580,
E14001030,West Bromwich West,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,500,550,580,
E14001035,West Worcestershire,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,530,550,580,
E14001049,Wolverhampton North East,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,480,550,580,
E14001050,Wolverhampton South East,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,450,550,580,
